class,cap-shape,cap-color,bruises,odor,ring-number,ring-type,population,habitat
p,x,g,f,f,o,l,v,d
p,x,g,f,c,o,p,v,d
e,x,g,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,v,g
p,x,w,f,c,o,p,v,d
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,d
p,f,y,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,p
p,f,y,f,f,o,l,y,g
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,d
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,p
p,x,p,f,c,o,p,s,d
p,x,y,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
e,x,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,v,d
e,f,g,t,n,o,p,v,d
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,g
p,x,p,f,c,o,p,s,d
p,x,g,f,c,o,p,s,d
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,d
e,f,g,t,n,o,p,v,d
p,x,g,t,f,o,p,v,u
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
p,f,y,f,f,o,l,y,d
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,p
p,x,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,p
p,x,y,f,f,o,l,y,p
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,v,p
p,x,g,f,f,o,l,y,p
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,y,f,f,o,l,y,p
p,x,p,f,c,o,p,s,d
p,f,g,f,f,o,l,v,g
p,x,g,f,f,o,l,v,g
p,x,w,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,g
p,x,p,f,c,o,p,v,d
p,f,w,t,f,o,p,v,g
p,x,y,f,f,o,l,v,p
e,x,b,t,n,t,e,c,w
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
p,x,y,f,f,o,l,v,d
p,x,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,x,g,f,c,o,p,s,d
p,x,g,f,c,o,p,v,d
p,x,g,f,f,o,l,v,g
p,x,g,t,f,o,p,s,g
p,x,g,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,f,y,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,y,p
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,p
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,y,p
e,x,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
p,f,g,f,f,o,l,v,g
p,f,y,f,f,o,l,y,d
p,x,g,f,f,o,l,y,p
p,x,e,f,y,o,e,v,p
p,x,g,f,f,o,l,y,p
p,x,g,f,f,o,l,v,g
p,x,g,f,c,o,p,v,d
p,f,g,f,f,o,l,v,g
p,f,b,t,f,o,p,s,g
p,x,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,d
p,x,w,f,c,o,p,s,d
p,x,y,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,n,t,n,o,p,y,d
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,v,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,n,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,d
p,x,p,f,c,o,p,v,d
p,f,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,p
p,x,g,f,c,o,p,s,d
p,x,p,f,c,o,p,v,d
e,x,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,g
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,y,d
p,x,y,f,f,o,l,y,g
p,x,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,y,p
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,p
p,f,y,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,y,f,f,o,l,y,g
e,f,u,f,n,o,f,y,d
e,f,n,t,n,o,p,y,d
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,x,g,f,f,o,l,y,d
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,p
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,p
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,y,p
e,x,g,t,n,o,p,v,d
p,f,g,f,f,o,l,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,f,y,f,f,o,l,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,v,g
e,x,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,v,p
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,y,d
p,x,e,f,y,o,e,v,d
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,x,n,f,f,o,e,v,l
e,f,e,t,n,o,p,v,d
p,b,b,t,n,t,p,v,m
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,f,y,f,f,o,l,y,p
p,f,y,f,f,o,l,y,g
p,f,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,d
p,f,y,f,f,o,l,v,g
e,f,n,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
p,f,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,v,d
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
e,f,n,t,n,o,p,v,d
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,f,g,t,f,o,p,v,u
p,x,g,f,f,o,l,y,p
p,f,g,f,f,o,l,v,p
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,p
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,g,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,d
e,f,c,f,n,o,e,v,l
p,x,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,g
p,x,b,t,f,o,p,s,u
p,f,g,f,f,o,l,v,d
p,x,g,f,f,o,l,v,g
p,f,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,x,y,f,f,o,l,y,p
p,x,y,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
p,x,g,f,f,o,l,y,p
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,f,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,y,g
p,f,b,t,f,o,p,s,u
e,f,e,t,n,o,p,y,d
p,x,n,f,y,o,e,v,d
e,x,g,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,n,f,y,o,e,v,l
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,v,g
p,x,g,t,f,o,p,s,u
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
p,x,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,g
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,g
p,f,g,t,f,o,p,v,u
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,y,d
p,f,y,f,f,o,l,v,d
p,x,g,f,f,o,l,v,p
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,x,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,p
p,x,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,p
p,f,w,t,f,o,p,s,u
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,p
p,f,y,f,f,o,l,y,d
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
p,x,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,d
p,x,w,t,f,o,p,s,g
p,f,g,f,f,o,l,y,g
p,x,b,t,f,o,p,s,g
p,f,g,f,f,o,l,v,d
p,x,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,f,y,f,f,o,l,y,p
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,p
p,f,y,f,f,o,l,y,d
p,x,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,p
p,x,p,f,c,o,p,s,d
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,x,g,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
p,x,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,p
p,x,g,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,p
e,k,n,f,n,o,e,v,l
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
e,f,p,t,n,t,e,c,w
p,f,y,f,f,o,l,v,p
p,x,y,f,f,o,l,y,d
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,g
e,k,p,t,n,t,e,c,w
p,x,y,f,f,o,l,v,d
p,f,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,y,p
p,x,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,v,g
p,x,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,p
p,f,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,g
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,p
e,x,r,f,n,o,f,v,d
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,d
p,x,n,f,s,o,e,v,p
p,f,y,f,f,o,l,v,d
p,k,n,f,n,o,e,v,d
p,f,y,f,f,o,l,y,d
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,x,y,f,f,o,l,v,d
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,y,p
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,g
p,f,b,t,f,o,p,s,u
p,x,g,f,f,o,l,v,g
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,v,g
e,x,e,t,n,t,e,c,w
p,f,g,f,f,o,l,v,d
p,f,y,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,g
p,b,w,t,n,o,p,c,l
p,f,b,t,f,o,p,v,u
p,x,y,f,f,o,l,y,p
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,f,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,g
p,x,w,t,f,o,p,s,u
e,f,g,t,n,o,p,v,d
p,x,n,f,y,o,e,v,d
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,g
e,f,e,t,n,o,p,v,d
e,x,b,t,n,t,e,c,w
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,g
p,f,y,f,f,o,l,v,g
p,x,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,g
p,f,g,f,f,o,l,y,p
p,f,y,f,f,o,l,y,g
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,p
e,x,u,f,n,o,f,y,d
p,x,g,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,g
p,f,y,f,f,o,l,y,d
p,f,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
p,f,b,t,f,o,p,v,u
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,p
p,f,y,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
p,f,y,f,f,o,l,y,g
e,x,b,t,n,t,e,c,w
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,y,g
p,f,g,f,f,o,l,v,p
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,v,d
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,x,n,f,y,o,e,v,d
p,f,y,f,f,o,l,v,p
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,g
p,x,g,f,c,o,p,v,d
p,x,y,f,f,o,l,y,g
p,f,g,t,f,o,p,s,u
p,x,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,p
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,p
p,x,y,f,f,o,l,y,g
p,x,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,p
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,f,y,f,f,o,l,v,g
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,y,g
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,y,g
p,x,y,f,f,o,l,y,g
e,k,b,t,n,t,e,c,w
p,x,y,f,f,o,l,y,p
p,x,n,f,s,o,e,v,d
p,f,g,f,f,o,l,y,p
p,x,g,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,d
p,x,w,t,f,o,p,v,u
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,y,p
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
p,f,y,f,f,o,l,y,p
p,f,g,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
p,x,y,f,f,o,l,v,d
p,x,g,f,f,o,l,v,p
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,x,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,d
p,f,y,f,f,o,l,y,d
e,f,c,f,n,o,e,v,l
p,f,g,f,f,o,l,v,g
p,x,g,f,f,o,l,y,p
p,f,y,f,n,o,e,v,d
p,f,y,f,f,o,l,y,p
p,x,g,t,f,o,p,v,g
e,f,n,t,n,t,e,c,w
p,x,n,f,y,o,e,v,p
p,x,g,f,c,o,p,v,d
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,g
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,d
p,f,y,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
p,f,y,f,f,o,l,y,p
p,f,y,f,f,o,l,y,d
p,f,y,f,f,o,l,v,p
p,f,y,f,f,o,l,v,d
p,x,g,f,f,o,l,v,g
p,x,g,f,f,o,l,v,g
p,x,g,f,f,o,l,v,d
e,x,b,t,n,t,e,c,w
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,d
p,x,n,f,s,o,e,v,l
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,p
p,x,g,f,f,o,l,v,p
p,f,y,f,f,o,l,y,g
p,x,y,f,f,o,l,y,g
e,x,u,f,n,o,f,v,d
e,f,b,t,n,t,e,c,w
p,f,y,f,f,o,l,y,d
p,x,y,f,f,o,l,y,p
p,x,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,y,g
p,f,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,d
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,y,g
p,f,g,f,f,o,l,v,g
p,f,b,t,f,o,p,v,g
p,f,w,t,n,t,p,v,m
p,x,y,f,f,o,l,y,p
p,f,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,g
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
e,x,u,f,n,o,f,v,d
p,x,g,f,f,o,l,y,d
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,v,d
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,y,p
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,p
p,f,y,f,f,o,l,v,g
p,x,g,f,f,o,l,y,p
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,p
p,x,y,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,p
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,d
p,x,g,f,f,o,l,v,p
p,x,g,f,f,o,l,y,p
p,x,w,f,c,o,p,v,d
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,v,p
p,f,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,d
p,f,y,f,f,o,l,y,p
p,x,g,f,f,o,l,v,g
p,f,y,f,f,o,l,v,g
p,f,y,f,f,o,l,y,p
p,x,y,f,f,o,l,v,d
p,f,y,f,f,o,l,v,g
p,x,y,f,f,o,l,y,p
p,f,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
p,f,y,f,f,o,l,v,g
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,y,g
p,f,y,f,f,o,l,v,d
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,f,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,x,n,f,y,o,e,v,d
e,f,b,t,n,t,e,c,w
p,x,y,f,f,o,l,v,g
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,y,d
p,x,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,y,g
p,f,y,f,f,o,l,y,d
p,f,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,y,g
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,d
p,f,g,f,f,o,l,v,p
p,x,g,f,c,o,p,s,d
p,f,b,t,f,o,p,v,g
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,x,g,f,f,o,l,y,d
p,f,g,f,f,o,l,v,g
e,f,g,t,n,o,p,v,d
p,x,y,f,f,o,l,y,d
p,x,y,f,f,o,l,v,p
p,f,y,f,f,o,l,y,p
p,x,y,f,f,o,l,v,p
p,x,y,f,f,o,l,y,d
p,x,g,f,f,o,l,v,g
p,f,w,t,f,o,p,s,u
p,x,g,f,f,o,l,v,d
p,x,y,f,f,o,l,v,g
p,f,g,f,f,o,l,y,p
p,x,g,f,f,o,l,v,p
p,x,y,f,f,o,l,v,d
e,f,u,f,n,o,f,v,d
